id,word,pos,gender,translation,example_de,example_en,frequency,dispersion
1761,vollkommen,adj,,"complete, perfect",Ein vollkommener Tag beginnt mit einem guten Kaffee.,A perfect day starts with a good coffee.,48.3471723212488,0.873295947465945
1762,England,noun,das,England,"England ist ein Land, das Teil des Vereinigten Königreichs ist.",England is a country that is part of the United Kingdom.,48.2486052013278,0.87943089489451
1763,massiv,adj,,"solid, massive, severe",Nach massiver Kritik zog er seine Aussage zurück.,"After massive criticism, he withdrew his statement.",48.2486052013278,0.903262648847877
1764,sämtlich,adj,,all,In dem Verlag erscheinen sämtliche Werke von Hermann Hesse.,The publishing house publishes all works by Hermann Hesse.,48.1993216413673,0.926727384800958
1765,übersetzen,verb,,to translate,Sie hat mehrere spanische Romane ins Deutsche übersetzt.,She has translated several Spanish novels into German.,48.1500380814068,0.777126701794365
1766,dringend,adj,,urgent,Der Patient benötigt dringend Ruhe.,The patient urgently needs rest.,48.1007545214463,0.930428777602175
1767,verursachen,verb,,to cause,Zu viele süße Lebensmittel verursachen Probleme mit der Haut.,Too many sweet foods cause problems with the skin.,48.1007545214463,0.90026495733711
1768,Konkurrenz,noun,die,competition,Die Firma ist ihrer Konkurrenz einen Schritt voraus.,The company is one step ahead of the competition.,48.0514709614858,0.858483550097889
1769,Muskel,noun,der,muscle,"Weil Niklas jeden Tag trainiert, hat er starke Muskeln.","Because Niklas trains every day, he has strong muscles.",48.0514709614858,0.650292865264089
1770,Test,noun,der,test,Ich habe heute zwei Tests geschrieben und beide bestanden.,I took two tests today and passed them both.,48.0514709614858,0.870719380631672
1771,"Süden, Süd-",noun,der,south,"Robert wohnt im Norden von England, kommt aber ursprünglich aus dem Süden.","Robert lives in the north of England, but originally comes from the south.",47.9529038415648,0.907084168603294
1772,super,adj,,"super, great",Die Party war super und ich habe mich gut unterhalten.,"The party was great, and I had a good time.",47.9529038415648,0.855653012566303
1773,ökonomisch,adj,,economic,Die ökonomische Situation des Landes hat sich verbessert.,The economic situation in the country has improved.,47.9036202816043,0.830401895599376
1774,Erzählung,noun,die,"narration, story",Hermann Hesse hat viele Erzählungen geschrieben.,Hermann Hesse has written many stories.,47.8543367216438,0.664441323937267
1775,Initiative,noun,die,initiative,Die Initiative kämpft für soziale Gerechtigkeit.,The initiative fights for social justice.,47.8050531616833,0.850103600108579
1776,Flugzeug,noun,das,airplane,Mit dem Flugzeug kann man leicht von Kontinent zu Kontinent reisen.,You can easily travel from continent to continent by airplane.,47.7557696017228,0.900349763476673
1777,"DNA (DNS, Desoxyribonukleinsäure)",noun,die,"DNA, deoxyribonucleic acid",Wissenschaftler erforschen die Zusammensetzung der menschlichen DNA.,Scientists study the composition of human DNA.,47.7064860417623,0.431536763219437
1778,Flüssigkeit,noun,die,liquid,Die Flasche enthält eine klare Flüssigkeit.,The bottle contains a clear liquid.,47.7064860417623,0.754768041885981
1779,Geburtstag,noun,der,birthday,Nina macht zu ihrem Geburtstag ein Fest.,Nina’s having a party on her birthday.,47.7064860417623,0.888912754881617
1780,Kleid,noun,das,dress,Linda sieht sehr gut aus in ihrem neuen Kleid.,Linda looks very good in her new dress.,47.7064860417623,0.843235515362971
1781,zeitlich,adj,,in time,"Glaubst du, dass du es zeitlich schaffen wirst?",Do you think you’ll make it in time?,47.7064860417623,0.870559297626398
1782,Ball,noun,der,ball,Der Ball ist rund.,The ball is round.,47.6572024818018,0.819225610098225
1783,Brust,noun,die,"breast, chest",Die Mutter drückt das Baby an ihre Brust.,The mother presses the baby to her breast.,47.6079189218413,0.867650878559122
1784,elektronisch,adj,,electronic,Im Internet gibt es gute elektronische Übersetzer.,There are good electronic translators on the internet.,47.5586353618808,0.841860830445157
1785,verabschieden,verb,,"to say goodbye, pass",Stephan und Irina verabschieden sich am Bahnhof.,Stephan and Irina say goodbye at the station.,47.5586353618808,0.917767420272165
1786,ausdrücken,verb,,to express,Der Maler drückt seine Gefühle durch die dunklen Farben aus.,The painter expresses his feelings through the dark colors.,47.5093518019203,0.920970575004679
1787,Detail,noun,das,detail,"Wir haben eine Meldung von einem schweren Unfall auf der A7, bisher aber keine genauen Details.","We have a report of a serious accident on Route A7, but so far no exact details.",47.5093518019203,0.938391805390186
1788,demokratisch,adj,,democratic,Man muss die Ergebnisse einer demokratischen Wahl akzeptieren.,You have to accept the results of a democratic election.,47.4600682419598,0.821558422324801
1789,Variable,noun,die,variable,"Die Variablen in der Gleichung sind X, Y und Z.","The variables in the equation are X, Y, and Z.",47.4600682419598,0.583745196487163
1790,Fleisch,noun,das,"meat, flesh","Ich esse nur Fleisch von Kühen, aber nicht von anderen Tieren.","I only eat meat from cows, but not from other animals.",47.4107846819993,0.897112712134916
1791,körperlich,adj,,physical,Körperliche Aktivität ist genauso wichtig wie gesundes Essen.,Physical activity is as important as healthy food.,47.4107846819993,0.874195908363429
1792,Liste,noun,die,list,"Ich schreibe eine Liste mit Orten, die ich besichtigen möchte, während ich in Paris bin.",I’m writing a list of places I would like to visit while I’m in Paris.,47.4107846819993,0.92841949656513
1793,träumen,verb,,to dream,"Viele Leute träumen davon, reich und mächtig zu werden.",Many people dream of becoming rich and powerful.,47.4107846819993,0.885502004903525
1794,Volumen,noun,das,"volume, total amount","Was glaubst du, welche dieser Flaschen hat das größere Volumen?",Which of these bottles do you think has the larger volume?,47.3122175620783,0.718085745889822
1795,zugeben,verb,,to admit,"Ich gebe zu, dass es mein Fehler war.",I admit it was my mistake.,47.3122175620783,0.9044976489022
1796,ah,part,,ah,"Ah, Alissa, wie schön dich zu sehen!","Ah, Alissa, how nice to see you!",47.2629340021178,0.763366547852207
1797,Drittel,noun,das,third,Ein Drittel ist einer von drei gleichen Teilen eines Ganzen.,A third is one of three equal parts of a whole.,47.2629340021178,0.901760272837565
1798,akzeptieren,verb,,to accept,Du musst meine Entscheidung akzeptieren.,You have to accept my decision.,47.2136504421573,0.936342501271596
1799,endgültig,adj,,final,Wir warten noch auf die endgültigen Ergebnisse.,We are still waiting for the final results.,47.2136504421573,0.929558651319837
1800,ewig,adj,,eternal,Jeremy schwört seiner Frau ewige Liebe.,Jeremy swears eternal love to his wife.,47.2136504421573,0.914952694113166
1801,Perspektive,noun,die,"perspective, prospects","Das Projekt hat keine Perspektive mehr, da es nicht mehr finanziell unterstützt wird.","The project has no prospects anymore, as it is no longer financially supported.",47.1643668821968,0.868409167874503
1802,Restaurant,noun,das,restaurant,Wir gehen zum Abendessen in ein Restaurant.,We’re going to a restaurant for dinner.,47.1643668821968,0.858904489543243
1803,wandern,verb,,"to (go on a) walk or hike, migrate",Lucy wandert gern auf dem Land oder in den Bergen.,Lucy likes to hike in the country or in the mountains.,47.0657997622758,0.900157493905171
1804,Tasche,noun,die,"pocket, bag",Ich verreise am liebsten mit nur einer Tasche.,I prefer to travel with only one bag.,47.0165162023153,0.889342449773047
1805,vornehmen (sich),verb,,to plan,"Iris nimmt sich vor, in der nächsten Prüfung besser zu sein.",Iris plans on being better in the next test.,47.0165162023153,0.880429932358273
1806,Beamte,noun,"der, die","official, civil servant",Lehrer und Polizisten sind Beamte.,Teachers and police officers are civil servants.,46.9672326423548,0.874310326580753
1807,orientieren,verb,,to orient,Beim Wandern orientieren sie sich mithilfe einer Karte.,"When hiking, they orient themselves with the help of a map.",46.9672326423548,0.886511042528657
1808,schmal,adj,,"narrow, slender",Wir folgen einem schmalen Weg durch den Wald.,We are following a narrow track through the forest.,46.9179490823943,0.881836631495951
1809,Streit,noun,der,"argument, fight",Ich bekomme mit den Nachbarn Streit wegen meines Hundes.,I’m getting into a fight with the neighbors about my dog.,46.9179490823943,0.898877559101691
1810,spannend,adj,,"exciting, thrilling",Die Handlung des Romans ist voller spannender Situationen.,The plot of the novel is full of exciting situations.,46.8193819624733,0.905004846682574
1811,wohin,pron,,where,Wohin gehen wir heute Abend?,Where are we going tonight?,46.8193819624733,0.902249106567161
1812,Dach,noun,das,roof,Wir bauen ein neues Dach für unser Haus.,We’re building a new roof for our house.,46.7700984025128,0.895830327512527
1813,Karriere,noun,die,career,Martha möchte sich auf ihre Karriere konzentrieren.,Martha wants to focus on her career.,46.7700984025128,0.864678283310772
1814,regeln,verb,,"to control, regulate, direct",Ein Polizist regelt den Verkehr an der Kreuzung.,A police officer directs the traffic at the intersection.,46.7208148425523,0.88397684526039
1815,insofern,adv,,"as far as that goes, insofar, therefore","Mit dem zweiten Platz habe ich nicht gerechnet, insofern bin ich mehr als zufrieden.","I didn’t expect to finish second, and therefore I am more than satisfied.",46.6715312825918,0.874076538790115
1816,Zigarette,noun,die,cigarette,Sie zündet sich eine Zigarette an.,She lights a cigarette for herself.,46.6715312825918,0.852457323197237
1817,bunt,adj,,colorful,Es gibt viele bunte Gemälde in der Ausstellung.,There are many colorful paintings at the exhibition.,46.5729641626708,0.902148501161628
1818,Falle,noun,die,trap,"Die Männer legen im Wald Fallen, um Tiere zu fangen.",The men set traps in the forest to catch animals.,46.5236806027103,0.910049079542408
1819,verbreiten,verb,,to spread,Die Polizei verbreitet die Meldung über die Medien.,The police spread the news through the media.,46.5236806027103,0.929133386237319
1820,Auswirkung,noun,die,effect,Die Katastrophe wird noch jahrelange Auswirkungen auf die Umwelt haben.,The disaster will have an effect on the environment for years to come.,46.4743970427498,0.902763526309251
1821,einander,adv,,each other,Partner müssen einander vertrauen.,Partners must trust each other.,46.4743970427498,0.909792781156819
1822,weshalb,pron,,why,"Weshalb sollte ich ihm helfen, er hilft mir nie.","Why should I help him, he never helps me.",46.4743970427498,0.915847353820664
1823,Unterricht,noun,der,"instruction, classes",Der Unterricht endet am späten Nachmittag.,Classes end in the late afternoon.,46.4251134827893,0.77864999420562
1824,Bedürfnis,noun,das,need,"Wir tun alles, um die Bedürfnisse unserer Kunden zu befriedigen.",We do everything to satisfy our customers’ needs.,46.3758299228288,0.881056642052696
1825,Niveau,noun,das,"level, standard",Kunden möchten Qualität auf höchstem Niveau.,Customers want quality of the highest level.,46.3758299228288,0.880265760998181
1826,Tante,noun,die,aunt,Die Schwester meiner Mutter ist meine Tante.,My mother’s sister is my aunt.,46.3758299228288,0.769428693016619
1827,Prüfung,noun,die,"examination, test, exam",Am Ende des Wintersemesters schreiben die Studenten ihre Prüfungen.,"At the end of the winter semester, students write their exams.",46.2772628029078,0.882311137201512
1828,mitbringen,verb,,to bring,"Christine bringt ihre Kamera mit, um Fotos zu machen.",Christine brings her camera to take pictures.,46.2279792429473,0.907610194154723
1829,seltsam,adj,,"strange, peculiar",Ich höre ein seltsames Geräusch aus dem Raum nebenan.,I hear a strange sound from the room next door.,46.1786956829868,0.883413746705171
1830,Gen,noun,das,gene,"Es wird angenommen, dass Krebs durch veränderte Gene verursacht wird.",It is assumed that cancer is caused by altered genes.,46.1294121230263,0.57735959604167
1831,engagieren,verb,,"to hire, employ, commit, engage","Er engagiert jemanden, der auf der Party Fotos macht.",He’s hiring someone to take pictures at the party.,46.0801285630658,0.866724462485332
1832,Onkel,noun,der,uncle,Wir besuchen meine Tante und meinen Onkel am Sonntag.,We’re visiting my aunt and uncle on Sunday.,46.0801285630658,0.772113351953648
1833,soweit,adv,,as far as,"Soweit ich weiß, findet das Seminar heute nicht statt.","As far as I know, the seminar isn’t taking place today.",46.0801285630658,0.819742674776588
1834,mächtig,adj,,powerful,Der Präsident ist in einer mächtigen Position.,The president is in a powerful position.,46.0308450031054,0.915276951620966
1835,ausgerechnet,adv,,"of all people, of all times",Warum muss ich ausgerechnet heute krank werden?,Why do I have to get ill today of all days?,45.9322778831844,0.911535780006539
1836,zweimal,adv,,twice,"Sie klingelte zweimal, aber es war niemand zu Hause.","She rang the doorbell twice, but nobody was home.",45.9322778831844,0.925286734703728
1837,Störung,noun,die,"disturbance, interruption",Ich arbeite lieber in einem ruhigen Umfeld ohne Störungen.,I prefer to work in a quiet environment without disturbances.,45.8829943232239,0.799502332869817
